driver_active_count,driver_completed_count,driver_declined_count,driver_failed_count,driver_avg_rating,driver_total_ratings,driver_points,customer_total_orders,customer_points,order_hour,order_day_of_week,order_type,dropoff_city,payment_method,label
0,152,36,16,4.7,55,296,50,151,19,3,food,jerusalem,cash,1
1,102,16,2,4.5,55,138,61,572,8,4,package,bethlehem,cash,1
0,157,33,7,4.0,34,795,55,331,13,4,online,bethlehem,cash,0
0,93,22,6,3.7,76,173,44,452,20,3,food,nablus,cash,0
0,95,9,2,3.4,6,248,18,294,13,5,food,tel aviv,cash,1
0,84,13,17,3.7,69,494,18,18,22,0,package,ramallah,cash,0
0,51,44,8,3.8,41,8,8,397,8,2,package,tel aviv,cash,0
4,166,24,7,4.7,65,323,62,544,16,6,food,jerusalem,cash,0
0,63,33,9,4.0,50,762,20,18,7,0,online,ramallah,cash,0
1,128,17,1,5.0,49,30,35,230,16,1,package,nablus,cash,1
1,97,33,7,3.6,73,156,54,319,9,5,online,tel aviv,cash,0
1,167,8,18,4.8,25,722,67,138,11,1,package,bethlehem,cash,0
3,17,35,17,3.1,3,188,40,149,12,2,online,bethlehem,cash,0
2,163,17,4,4.5,13,626,34,580,16,3,package,ramallah,cash,0
0,20,44,15,3.7,19,480,47,188,7,2,food,nablus,cash,0
2,57,2,13,0.0,0,276,52,227,12,1,package,tel aviv,cash,0
3,157,31,10,3.3,31,622,48,320,12,3,food,jerusalem,cash,0
1,10,15,16,4.0,1,571,49,528,21,3,online,jerusalem,cash,0
0,77,18,14,4.0,37,529,18,474,21,3,food,haifa,cash,0
0,46,37,17,3.7,26,331,57,25,23,0,food,nablus,cash,0
2,177,41,5,5.0,15,649,46,87,15,2,package,jerusalem,cash,0
2,140,24,1,5.0,42,579,19,166,12,3,online,bethlehem,cash,0
1,79,28,9,5.0,15,3,32,12,20,2,online,jerusalem,cash,0
1,55,37,15,2.9,28,81,0,250,22,1,online,jerusalem,cash,0
2,47,9,1,4.0,2,591,38,339,13,0,online,nablus,cash,0
2,172,18,18,4.5,22,466,46,36,12,1,food,ramallah,cash,0
0,17,27,17,4.3,15,281,42,539,19,6,package,haifa,cash,0
4,146,40,16,5.0,61,741,36,437,8,0,online,tel aviv,cash,0
1,157,36,15,3.1,80,624,29,297,18,1,package,bethlehem,cash,0
1,30,13,13,3.7,21,358,27,11,21,5,food,jerusalem,cash,0
2,129,35,10,4.1,14,741,3,179,16,2,package,jerusalem,cash,0
1,9,41,4,2.9,10,471,68,343,22,6,online,ramallah,cash,0
1,144,43,10,4.7,2,818,45,67,23,2,online,jerusalem,cash,0
1,136,10,18,5.0,23,609,14,315,19,5,food,haifa,cash,0
1,22,31,7,4.1,26,309,22,114,15,3,online,jerusalem,cash,0
0,6,30,16,3.3,5,495,67,317,21,4,food,jerusalem,cash,0
2,9,29,12,3.9,8,45,11,341,11,1,food,bethlehem,cash,0
0,147,19,6,4.8,24,293,35,545,16,0,food,bethlehem,cash,1
0,40,17,3,3.5,39,555,44,562,15,1,online,jerusalem,cash,1
1,18,19,10,3.5,1,133,3,482,14,1,online,haifa,cash,0
2,109,25,5,3.7,75,456,45,319,8,0,food,ramallah,cash,0
0,119,36,4,3.6,59,99,58,317,9,6,online,nablus,cash,0
1,157,16,11,4.7,42,464,62,30,14,1,package,tel aviv,cash,1
1,43,18,11,2.4,8,520,13,415,21,6,package,ramallah,cash,0
1,77,34,14,4.2,52,162,61,393,9,6,package,bethlehem,cash,0
1,111,36,10,4.9,30,177,9,587,20,6,online,bethlehem,cash,0
0,142,6,14,4.7,51,833,48,335,21,2,online,bethlehem,cash,1
2,162,0,4,4.5,57,544,37,399,11,4,food,tel aviv,cash,0
3,145,43,9,4.1,55,91,1,522,17,2,food,tel aviv,cash,0
2,13,0,17,2.0,11,112,36,31,18,4,package,jerusalem,cash,0
0,97,27,17,3.9,22,393,46,427,19,3,online,haifa,cash,0
2,4,9,15,3.5,2,86,17,425,9,5,food,jerusalem,cash,0
1,108,35,14,4.8,28,591,63,242,21,4,online,tel aviv,cash,0
2,9,36,15,4.4,1,594,61,81,18,0,package,bethlehem,cash,0
1,156,5,7,4.0,9,593,39,54,9,4,package,bethlehem,cash,0
1,146,21,13,3.6,37,296,21,36,23,3,package,ramallah,cash,0
0,161,30,18,4.1,6,755,3,293,15,0,online,bethlehem,cash,0
0,33,39,8,3.2,16,14,14,178,15,2,online,jerusalem,cash,0
1,44,16,7,4.3,33,86,18,157,18,6,online,ramallah,cash,0
1,163,10,6,3.9,44,55,33,118,21,5,package,tel aviv,cash,1
2,136,14,12,4.0,49,891,55,12,16,3,package,ramallah,cash,0
3,174,2,3,4.5,45,864,55,279,17,4,package,nablus,cash,1
2,172,15,18,3.8,66,184,40,560,19,3,food,haifa,cash,1
1,134,6,14,5.0,36,257,24,34,20,0,food,jerusalem,cash,1
0,163,7,3,5.0,77,663,23,113,13,4,food,bethlehem,cash,1
2,116,17,13,5.0,41,263,20,75,9,5,package,ramallah,cash,0
1,66,16,5,4.5,62,402,22,503,17,0,package,ramallah,cash,1
0,66,6,1,4.0,32,795,57,19,10,3,food,bethlehem,cash,0
0,170,24,8,5.0,42,527,62,489,7,0,online,nablus,cash,1
1,176,30,3,3.9,45,341,38,410,7,3,online,tel aviv,cash,1
0,117,18,6,5.0,5,306,49,109,17,0,package,bethlehem,cash,1
0,48,8,1,3.7,46,607,30,500,21,5,package,jerusalem,cash,1
0,9,21,1,3.8,11,826,66,469,21,0,package,bethlehem,cash,0
2,9,9,15,3.6,7,633,5,248,14,0,online,bethlehem,cash,0
2,24,29,5,3.8,2,509,28,64,8,2,food,tel aviv,cash,0
1,30,43,18,3.4,20,856,27,46,19,2,package,nablus,cash,0
1,106,10,11,4.4,56,136,12,385,15,1,food,jerusalem,cash,0
3,45,5,18,4.8,26,710,60,129,7,0,package,jerusalem,cash,0
1,44,39,1,2.1,45,642,38,356,20,1,online,ramallah,cash,0
1,158,23,17,4.4,59,788,26,283,23,0,food,jerusalem,cash,1
0,45,10,1,3.7,23,342,58,44,22,3,food,nablus,cash,1
0,7,31,16,4.2,3,738,56,593,12,6,online,tel aviv,cash,0
0,28,20,7,4.1,26,225,9,482,17,1,online,nablus,cash,0
1,116,11,12,3.9,58,737,24,367,13,4,package,tel aviv,cash,0
0,145,3,8,4.0,59,351,28,302,8,5,package,tel aviv,cash,0
3,105,33,15,4.5,27,605,60,473,14,0,online,bethlehem,cash,0
3,111,37,7,5.0,75,5,53,45,14,2,online,tel aviv,cash,1
2,135,25,15,3.9,12,463,63,246,8,3,online,bethlehem,cash,0
0,33,22,9,4.8,5,165,58,584,20,1,online,nablus,cash,0
2,180,25,5,4.5,47,641,59,1,11,6,package,ramallah,cash,0
2,8,18,13,4.3,11,813,26,82,17,4,package,nablus,cash,0
1,93,3,3,4.0,59,633,5,374,23,5,online,jerusalem,cash,1
0,85,15,17,4.2,61,892,26,230,13,1,online,nablus,cash,0
1,13,4,11,2.4,15,513,67,125,20,2,online,nablus,cash,0
0,172,44,2,5.0,58,183,36,78,18,6,package,bethlehem,cash,1
4,38,13,16,4.1,1,300,53,554,11,3,food,nablus,cash,0
0,165,1,9,4.8,2,532,42,421,21,5,package,ramallah,cash,1
0,140,28,14,4.0,16,808,39,175,23,6,package,bethlehem,cash,0
0,12,9,11,3.2,5,548,36,186,16,6,package,haifa,cash,0
1,81,36,4,3.9,47,188,26,575,10,0,food,tel aviv,cash,0
0,138,10,17,3.7,3,148,58,327,18,3,package,tel aviv,cash,1
2,74,36,4,4.6,56,346,14,490,16,3,online,nablus,cash,0
1,6,25,7,3.0,1,199,67,227,10,2,online,bethlehem,cash,0
4,114,43,2,5.0,50,199,62,325,9,4,food,jerusalem,cash,0
1,109,23,12,4.1,36,456,11,220,19,1,online,haifa,cash,0
0,41,27,13,4.3,37,612,11,147,21,2,online,ramallah,cash,0
1,96,5,0,3.6,34,727,17,204,9,4,online,haifa,cash,1
1,77,37,9,4.6,59,229,3,2,22,0,package,bethlehem,cash,0
1,167,42,9,5.0,62,29,15,283,22,0,online,nablus,cash,0
3,123,36,13,3.8,80,702,60,122,18,4,online,nablus,cash,0
1,81,29,4,4.1,6,364,6,296,8,1,package,tel aviv,cash,0
1,24,38,5,4.4,27,323,38,277,12,6,online,tel aviv,cash,0
1,36,0,4,3.9,23,166,13,223,18,6,food,bethlehem,cash,1
2,136,45,17,3.7,14,427,58,78,23,6,food,bethlehem,cash,0
2,176,23,4,2.6,76,176,38,29,18,2,food,ramallah,cash,0
0,58,19,4,3.7,10,435,14,79,11,5,food,tel aviv,cash,1
1,8,42,16,3.9,7,67,38,10,13,0,package,jerusalem,cash,0
0,171,22,0,4.8,35,593,44,360,13,1,online,tel aviv,cash,1
0,148,0,16,4.8,24,772,68,4,9,0,online,bethlehem,cash,0
1,178,37,5,4.3,13,185,45,388,22,2,food,bethlehem,cash,0
0,119,7,16,4.1,46,41,10,335,17,0,package,jerusalem,cash,0
1,113,14,17,3.5,54,193,8,487,16,5,package,ramallah,cash,0
1,26,25,14,4.2,5,711,13,172,22,5,food,jerusalem,cash,0
0,59,27,15,4.5,34,774,51,364,19,0,package,tel aviv,cash,0
0,116,6,3,4.6,63,30,12,54,15,1,package,bethlehem,cash,0
0,154,43,10,5.0,79,638,12,78,12,3,online,jerusalem,cash,0
0,127,31,16,4.7,43,18,4,440,16,5,package,tel aviv,cash,0
0,96,28,14,3.5,22,570,38,168,17,6,package,ramallah,cash,0
2,28,36,15,2.3,30,518,7,400,19,3,package,nablus,cash,0
0,72,20,1,4.3,5,131,46,357,18,6,online,nablus,cash,0
1,109,22,11,4.1,7,663,39,86,19,0,online,haifa,cash,0
0,5,34,10,3.0,10,884,54,581,17,1,package,jerusalem,cash,0
1,5,20,12,2.3,5,102,26,344,22,4,package,jerusalem,cash,0
1,111,12,15,3.8,9,860,68,219,16,2,food,bethlehem,cash,0
2,57,39,2,4.5,37,68,67,486,19,6,package,bethlehem,cash,0
0,76,27,17,4.5,53,411,32,527,16,4,food,nablus,cash,0
0,47,36,15,3.8,52,653,68,444,23,6,food,nablus,cash,0
2,37,15,4,3.0,19,864,55,420,18,3,online,tel aviv,cash,0
0,73,41,5,4.2,76,153,24,28,20,2,online,tel aviv,cash,1
0,165,2,6,4.9,17,29,33,284,20,3,package,ramallah,cash,1
0,5,3,2,4.5,4,416,46,92,22,6,online,jerusalem,cash,1
3,133,42,18,3.3,67,257,63,92,23,0,food,jerusalem,cash,0
0,60,27,6,4.1,22,418,32,57,19,6,package,haifa,cash,0
4,108,30,7,4.9,18,371,60,376,17,4,online,jerusalem,cash,0
0,169,3,7,3.8,49,371,15,547,8,6,online,bethlehem,cash,0
0,77,5,7,5.0,20,449,40,416,19,2,package,jerusalem,cash,0
3,105,21,13,4.9,12,518,8,360,22,5,food,ramallah,cash,0
1,13,41,5,2.6,4,3,51,204,7,6,package,nablus,cash,0
2,63,33,4,4.2,52,489,17,266,10,1,online,jerusalem,cash,0
3,94,11,12,3.7,73,229,2,23,9,3,package,tel aviv,cash,0
1,179,10,1,4.1,54,376,21,580,13,2,food,ramallah,cash,1
0,57,45,6,3.7,55,832,34,294,22,0,package,nablus,cash,0
1,55,18,6,4.0,26,268,30,461,13,4,food,ramallah,cash,0
3,2,30,4,3.3,6,703,27,392,21,0,online,nablus,cash,0
3,85,15,15,5.0,77,612,5,5,8,0,food,jerusalem,cash,0
0,143,2,18,3.7,21,515,63,347,18,1,package,ramallah,cash,0
0,36,16,3,1.9,8,287,46,440,23,3,food,haifa,cash,0
2,111,10,10,4.4,62,782,19,569,23,2,online,haifa,cash,0
1,58,11,1,3.8,20,506,5,452,11,0,food,tel aviv,cash,1
0,37,7,11,3.0,18,184,21,520,10,6,package,ramallah,cash,0
3,146,11,13,4.5,31,336,3,291,23,6,online,jerusalem,cash,0
0,82,9,0,3.2,61,464,34,5,10,6,package,haifa,cash,1
3,145,8,6,4.3,36,72,70,390,21,2,online,bethlehem,cash,1
1,5,13,5,3.7,6,291,19,123,19,0,food,tel aviv,cash,0
1,170,6,11,3.7,62,274,54,92,11,2,online,haifa,cash,0
1,109,5,1,4.6,59,692,28,158,20,5,online,tel aviv,cash,0
4,122,19,4,4.9,38,302,6,564,20,0,package,ramallah,cash,0
2,105,6,14,3.7,72,832,32,363,23,3,online,jerusalem,cash,0
2,169,29,5,5.0,50,721,38,321,10,5,online,jerusalem,cash,0
0,47,13,5,4.1,38,265,13,444,15,2,online,ramallah,cash,0
2,167,30,14,4.3,77,832,46,404,7,1,package,jerusalem,cash,0
3,28,1,6,3.1,13,492,18,247,7,1,food,tel aviv,cash,0
0,121,27,0,4.3,19,496,60,20,21,1,food,haifa,cash,0
1,85,0,3,3.5,55,425,63,592,19,0,food,haifa,cash,0
0,131,37,15,3.7,7,323,70,65,19,3,food,ramallah,cash,0
2,165,22,14,4.3,2,165,36,196,22,4,package,jerusalem,cash,0
0,175,21,14,4.3,37,426,46,483,14,4,food,bethlehem,cash,0
0,22,42,15,2.9,6,160,62,103,16,5,online,tel aviv,cash,0
3,12,1,11,3.3,11,880,64,32,13,4,package,tel aviv,cash,0
0,143,14,15,4.0,43,803,45,47,14,0,package,jerusalem,cash,0
3,171,6,1,4.9,56,773,14,108,23,4,food,nablus,cash,0
3,42,40,3,2.1,23,160,37,452,23,0,online,jerusalem,cash,0
0,93,21,4,3.7,25,787,0,251,11,5,online,jerusalem,cash,0
2,21,17,11,3.9,13,369,31,155,23,1,package,haifa,cash,0
2,104,29,16,5.0,46,788,1,529,20,3,food,tel aviv,cash,0
1,42,27,1,3.6,2,676,19,588,19,6,package,haifa,cash,1
2,80,22,0,3.9,67,413,57,210,16,5,package,ramallah,cash,0
0,50,19,2,3.6,21,399,16,532,19,6,online,haifa,cash,0
2,79,33,10,5.0,20,552,33,247,23,4,food,jerusalem,cash,0
1,15,23,8,3.8,11,126,6,127,23,0,online,ramallah,cash,0
2,148,36,17,4.1,29,803,17,386,14,6,package,haifa,cash,0
0,49,23,14,4.4,45,435,52,83,23,4,food,haifa,cash,1
1,19,23,16,2.9,17,270,63,433,13,3,food,ramallah,cash,0
2,129,8,15,4.3,16,721,65,541,12,1,online,ramallah,cash,1
3,40,35,11,3.2,7,123,47,585,8,5,package,ramallah,cash,0
0,77,18,15,3.7,18,145,53,49,16,2,food,haifa,cash,0
1,125,0,3,4.9,8,586,39,579,12,6,package,tel aviv,cash,1
2,35,32,14,3.2,28,152,41,91,11,6,package,ramallah,cash,0
2,138,2,14,5.0,11,585,39,574,19,2,package,tel aviv,cash,0
1,133,12,15,3.6,2,123,68,184,8,4,food,bethlehem,cash,0
1,136,38,10,2.8,5,348,55,184,21,0,food,tel aviv,cash,0
0,25,34,5,3.7,5,261,11,157,9,0,package,haifa,cash,0
2,83,11,0,3.8,38,422,41,264,8,4,online,tel aviv,cash,0
1,152,37,7,4.8,64,394,14,275,14,6,food,tel aviv,cash,1
3,7,26,7,0.0,0,275,70,600,9,3,online,ramallah,cash,0
0,145,26,14,4.9,64,382,69,172,11,2,online,nablus,cash,0
2,118,39,9,5.0,21,0,7,493,8,0,online,ramallah,cash,0
2,161,13,18,5.0,36,576,8,307,18,6,online,ramallah,cash,0
4,53,39,16,4.3,20,698,43,267,15,3,food,nablus,cash,0
0,53,29,10,5.0,44,623,60,4,17,2,package,tel aviv,cash,0
2,100,34,2,5.0,9,551,3,455,22,6,package,bethlehem,cash,0
0,45,44,0,4.5,23,226,2,287,18,3,package,bethlehem,cash,0
4,56,14,15,3.7,2,287,63,214,16,6,food,jerusalem,cash,0
2,43,35,6,3.4,36,179,8,131,23,3,food,haifa,cash,0
4,70,12,0,3.3,68,629,32,573,14,4,package,bethlehem,cash,0
0,82,27,13,3.6,66,777,5,229,8,6,package,nablus,cash,1
0,100,12,10,4.5,73,827,3,231,17,0,online,ramallah,cash,0
1,84,19,2,5.0,12,24,42,256,13,1,food,tel aviv,cash,1
3,85,33,7,4.4,76,634,56,97,8,6,food,haifa,cash,0
2,80,44,2,4.9,7,308,55,67,8,3,food,jerusalem,cash,1
1,97,25,3,4.0,52,238,1,464,16,6,online,jerusalem,cash,0
1,166,43,0,4.1,42,12,8,198,10,2,online,bethlehem,cash,0
0,107,30,14,4.2,17,816,5,61,15,2,online,bethlehem,cash,1
0,149,34,4,3.9,39,8,66,600,18,2,online,nablus,cash,0
1,143,3,13,4.0,25,655,25,70,23,6,food,tel aviv,cash,0
1,177,21,18,3.9,42,166,13,465,21,4,online,nablus,cash,0
1,57,44,7,3.5,13,244,61,339,7,5,package,tel aviv,cash,0
0,1,23,0,0.0,0,568,14,145,12,6,food,ramallah,cash,0
0,7,12,6,4.3,3,347,70,251,18,0,online,bethlehem,cash,1
2,173,8,12,3.7,14,346,26,312,10,0,food,haifa,cash,0
0,159,27,2,4.5,16,387,47,325,12,4,package,nablus,cash,1
0,137,18,4,4.0,6,644,35,129,13,6,food,bethlehem,cash,0
0,120,42,2,4.4,49,521,47,510,9,6,food,nablus,cash,1
1,177,30,15,3.4,74,410,4,212,18,4,package,nablus,cash,0
1,78,27,12,4.2,47,769,10,302,19,1,package,tel aviv,cash,0
1,131,39,10,4.7,59,442,52,376,8,3,food,bethlehem,cash,0
1,113,14,8,4.9,45,513,65,559,7,1,package,ramallah,cash,0
0,92,2,17,4.0,25,691,42,256,10,0,food,jerusalem,cash,1
2,139,16,0,4.9,36,413,51,593,11,6,food,nablus,cash,0
0,38,25,7,2.7,13,485,29,528,23,6,package,nablus,cash,0
1,21,20,6,3.0,22,873,3,383,17,6,online,ramallah,cash,0
0,168,22,10,4.8,54,702,51,550,7,3,package,nablus,cash,1
3,84,36,18,4.4,48,547,49,192,11,1,online,jerusalem,cash,0
0,43,6,17,4.5,44,617,62,27,16,0,online,ramallah,cash,1
0,74,42,16,4.1,7,334,52,400,13,1,package,haifa,cash,0
0,17,24,6,3.6,6,317,55,486,20,3,food,bethlehem,cash,1
0,175,29,8,3.2,18,619,31,538,23,5,online,tel aviv,cash,0
1,23,18,14,4.1,26,728,38,400,8,5,package,ramallah,cash,0
3,110,29,12,4.3,23,715,5,245,12,4,package,tel aviv,cash,0
3,17,44,6,3.3,13,780,70,124,16,5,package,nablus,cash,0
0,115,10,8,4.1,5,711,59,390,17,3,food,bethlehem,cash,1
0,64,7,4,4.1,59,496,59,69,8,0,food,ramallah,cash,1
2,71,10,5,4.3,12,759,50,172,11,3,online,ramallah,cash,1
2,91,11,6,4.6,68,221,56,48,11,3,online,haifa,cash,0
0,13,38,0,3.7,12,383,30,204,16,3,package,nablus,cash,1
0,49,43,2,2.3,6,816,21,171,17,6,food,jerusalem,cash,1
3,53,34,12,4.0,7,331,22,15,13,4,package,haifa,cash,0
1,56,4,8,4.3,23,44,8,223,13,3,food,ramallah,cash,0
4,24,38,10,2.4,22,789,17,340,12,2,food,nablus,cash,0
1,4,38,18,4.5,8,655,29,515,9,2,online,ramallah,cash,0
1,60,27,7,4.5,7,206,19,384,10,2,food,jerusalem,cash,0
0,84,8,8,4.9,5,533,53,295,21,5,food,nablus,cash,0
3,52,34,1,5.0,42,712,28,390,17,1,online,haifa,cash,0
0,125,4,6,4.3,18,209,16,93,7,0,package,nablus,cash,1
2,119,19,5,3.6,31,310,36,590,9,3,food,bethlehem,cash,0
1,101,24,5,4.8,54,517,55,159,9,2,package,ramallah,cash,0
0,21,19,17,3.9,23,313,58,290,20,6,food,ramallah,cash,0
3,120,12,4,0.0,0,13,64,383,11,5,food,haifa,cash,0
0,125,19,18,5.0,4,127,49,579,18,3,package,nablus,cash,1
2,125,40,11,5.0,49,248,61,35,18,4,package,nablus,cash,0
0,170,41,4,3.9,58,697,18,260,7,5,online,nablus,cash,1
4,98,25,18,3.9,10,433,21,437,9,5,food,jerusalem,cash,0
0,78,26,2,4.1,73,795,44,146,19,4,online,bethlehem,cash,1
0,43,31,0,3.2,44,295,55,174,16,0,online,ramallah,cash,1
1,46,32,3,4.2,13,190,25,60,13,3,online,tel aviv,cash,0
0,159,6,5,4.0,10,350,3,599,21,5,package,ramallah,cash,1
2,68,0,18,4.5,5,99,27,534,7,0,online,jerusalem,cash,0
0,121,21,13,5.0,43,369,51,387,15,3,online,bethlehem,cash,0
0,178,25,4,4.4,15,889,67,286,7,3,package,jerusalem,cash,0
0,105,42,6,5.0,41,46,41,454,22,4,package,ramallah,cash,1
2,109,30,3,4.5,37,621,24,146,9,2,package,nablus,cash,0
0,172,35,14,5.0,57,553,30,249,9,2,food,ramallah,cash,1
0,83,24,8,4.0,32,681,60,126,7,1,food,ramallah,cash,0
1,57,36,2,4.9,24,742,48,575,17,6,food,nablus,cash,0
0,74,5,3,3.5,75,192,14,586,15,0,food,tel aviv,cash,1
0,15,37,17,4.2,12,373,16,532,7,2,package,bethlehem,cash,0
2,117,20,4,4.3,37,857,28,511,7,4,food,ramallah,cash,0
1,170,44,1,3.3,39,280,61,220,11,5,online,haifa,cash,0
3,53,14,1,3.9,49,183,62,401,11,6,food,haifa,cash,0
4,108,43,15,3.7,50,289,36,199,19,2,food,bethlehem,cash,0
1,148,3,9,4.9,20,591,17,452,17,6,food,tel aviv,cash,0
1,50,41,0,3.0,54,879,18,385,13,6,food,tel aviv,cash,0
3,91,30,5,3.8,15,527,43,444,8,0,online,tel aviv,cash,0
2,101,31,9,4.0,22,708,11,474,10,1,food,jerusalem,cash,0
0,2,7,3,2.9,7,656,65,230,21,2,package,nablus,cash,1
1,151,11,12,4.3,55,333,8,550,10,6,package,nablus,cash,1
1,16,33,18,3.9,20,127,26,120,23,3,package,bethlehem,cash,0
0,80,7,1,4.0,26,262,4,86,21,6,food,bethlehem,cash,0
0,168,0,7,4.2,66,801,37,546,12,3,package,bethlehem,cash,1
0,155,34,16,4.3,12,37,24,145,23,2,online,haifa,cash,0
2,91,17,4,4.1,54,76,70,261,13,4,food,bethlehem,cash,0
1,173,27,4,4.0,9,648,24,381,9,2,package,ramallah,cash,0
4,111,24,0,4.0,31,79,34,127,17,6,package,tel aviv,cash,0
3,85,17,4,4.2,28,227,48,107,9,2,food,haifa,cash,0
1,125,6,16,4.7,73,886,36,564,16,4,food,bethlehem,cash,0
2,99,11,11,3.0,68,412,61,130,17,6,food,tel aviv,cash,0
3,145,17,1,3.9,47,724,31,428,11,3,online,tel aviv,cash,0
1,73,17,13,3.7,29,312,52,320,21,4,package,haifa,cash,0
0,42,36,1,5.0,18,567,63,10,14,0,food,nablus,cash,0
2,127,32,17,4.9,51,851,0,435,11,3,online,bethlehem,cash,0
4,155,2,14,4.4,67,230,22,76,23,5,food,nablus,cash,0
1,126,24,5,3.8,14,851,69,120,8,3,online,haifa,cash,1
0,161,36,12,5.0,39,658,65,36,13,0,package,haifa,cash,0
1,117,21,9,0.0,0,358,23,411,7,4,food,haifa,cash,0
1,135,32,4,5.0,62,256,28,481,13,0,package,ramallah,cash,1
2,68,6,14,4.1,56,165,17,362,12,4,package,ramallah,cash,0
0,48,18,1,3.8,26,164,25,490,13,0,package,nablus,cash,0
0,126,43,4,2.9,51,513,49,134,22,4,food,ramallah,cash,1
0,128,0,7,3.5,43,8,55,491,11,2,food,tel aviv,cash,1
0,39,32,5,4.2,7,884,33,253,14,4,food,ramallah,cash,0
0,128,39,5,4.1,75,123,16,410,10,5,food,ramallah,cash,1
1,51,5,1,3.6,33,313,29,227,7,4,food,ramallah,cash,1
0,13,19,3,4.6,8,252,40,48,20,5,food,bethlehem,cash,1
3,73,30,8,3.7,12,441,23,258,17,1,food,nablus,cash,0
2,171,0,17,3.8,16,370,67,380,10,0,package,haifa,cash,0
0,27,8,3,4.7,12,197,57,101,19,0,food,bethlehem,cash,1
0,51,34,4,2.9,12,898,44,374,22,6,package,nablus,cash,0
0,134,32,0,4.9,35,713,16,296,22,3,package,jerusalem,cash,1
4,175,34,16,3.6,21,575,49,410,19,3,online,tel aviv,cash,0
3,55,37,0,4.3,50,525,58,515,12,4,food,jerusalem,cash,0
0,68,35,3,3.5,5,654,18,284,16,5,package,tel aviv,cash,0
0,53,34,3,3.8,22,647,47,332,14,6,food,nablus,cash,1
1,75,20,1,4.4,1,286,22,262,20,4,online,tel aviv,cash,0
0,65,40,17,3.6,56,225,41,275,19,5,online,nablus,cash,0
3,111,23,4,3.6,11,835,22,193,14,5,food,ramallah,cash,0
2,41,11,12,3.8,12,71,18,73,7,2,online,haifa,cash,0
1,134,8,0,4.1,48,13,5,135,10,5,online,ramallah,cash,1
2,2,6,17,3.6,5,873,10,207,7,6,package,tel aviv,cash,0
1,39,15,1,3.5,17,844,5,105,17,3,food,haifa,cash,0
1,57,1,7,3.7,9,361,36,231,11,0,online,ramallah,cash,0
0,43,7,7,3.2,18,121,46,86,10,3,online,nablus,cash,0
0,153,11,13,5.0,38,639,36,356,23,2,food,ramallah,cash,0
2,19,0,4,3.3,4,738,61,68,18,2,package,nablus,cash,1
2,82,8,5,4.8,45,326,63,434,11,0,online,haifa,cash,0
1,167,15,12,3.6,63,549,29,393,17,1,online,nablus,cash,1
0,22,15,11,3.4,27,17,46,571,14,5,online,bethlehem,cash,0
0,35,18,14,5.0,35,248,26,229,18,2,food,jerusalem,cash,1
1,6,44,13,3.2,11,108,9,488,11,3,food,nablus,cash,0
0,20,15,2,3.9,13,761,17,540,18,1,food,tel aviv,cash,0
0,165,44,0,4.8,19,61,4,177,17,3,package,ramallah,cash,1
0,66,36,16,3.7,29,94,66,386,21,4,package,ramallah,cash,0
0,14,14,12,3.7,17,619,9,479,19,4,online,tel aviv,cash,0
0,95,41,13,4.9,13,797,42,28,8,6,package,tel aviv,cash,0
0,152,0,9,4.8,25,653,4,246,9,1,online,jerusalem,cash,1
0,80,5,9,4.2,45,512,24,322,8,0,online,ramallah,cash,0
1,104,32,3,2.6,19,24,48,488,10,2,food,nablus,cash,0
4,118,5,2,5.0,29,669,18,164,11,5,package,tel aviv,cash,0
0,92,39,13,3.5,49,244,26,76,17,2,package,tel aviv,cash,0
1,79,35,2,3.6,58,165,8,286,11,6,food,jerusalem,cash,0
4,117,16,15,5.0,56,665,17,126,12,5,food,jerusalem,cash,0
1,104,39,4,5.0,65,382,10,423,16,3,food,haifa,cash,0
0,62,44,17,2.6,13,297,48,162,8,5,online,jerusalem,cash,0
1,23,22,14,4.3,17,87,23,110,21,5,food,ramallah,cash,0
4,16,20,10,3.1,15,217,60,117,19,2,package,tel aviv,cash,0
1,163,13,10,4.4,76,827,46,440,22,1,online,tel aviv,cash,0
0,175,27,8,4.2,22,85,18,70,7,6,food,tel aviv,cash,1
2,107,33,6,4.5,33,438,43,304,21,6,package,nablus,cash,0
1,176,10,13,4.6,73,398,1,574,22,4,package,ramallah,cash,0
0,170,20,0,5.0,58,324,14,416,11,2,food,nablus,cash,1
0,148,6,1,4.1,24,430,69,170,21,5,package,tel aviv,cash,1
2,147,0,11,4.2,2,838,15,511,13,5,package,tel aviv,cash,0
4,138,27,16,5.0,42,116,22,469,18,2,package,ramallah,cash,0
2,111,24,9,3.7,55,877,12,89,12,4,online,bethlehem,cash,0
2,105,6,15,3.6,79,557,12,454,7,4,food,nablus,cash,0
1,57,29,17,5.0,12,359,59,422,20,1,online,haifa,cash,0
0,72,17,8,2.8,53,689,30,4,14,4,food,haifa,cash,0
0,95,33,10,4.9,73,400,24,402,7,1,food,jerusalem,cash,0
1,44,25,10,3.8,27,236,12,129,19,5,food,nablus,cash,0
0,52,5,2,0.0,0,643,19,28,12,2,online,haifa,cash,0
0,33,29,11,3.5,14,251,48,266,7,5,online,ramallah,cash,0
1,148,6,3,5.0,76,125,13,145,7,5,food,tel aviv,cash,1
0,92,13,12,3.6,2,640,9,215,22,6,food,jerusalem,cash,0
0,41,11,9,4.2,11,675,4,120,21,6,package,nablus,cash,0
